Titulos,URL,HUBsci,Categoria
[HTML] The impact of smoking in primary spontaneous pneumothorax,https://www.sciencedirect.com/science/article/pii/S0022522309000099,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0022522309000099,Medicina
Lung injury after one-lung ventilation: a review of the pathophysiologic mechanisms affecting the ventilated and the collapsed lung,https://journals.lww.com/anesthesia-analgesia/FullText/2015/08000/Lung_Injury_After_One_Lung_Ventilation__A_Review.8.aspx,https://sci-hub.se/https://journals.lww.com/anesthesia-analgesia/FullText/2015/08000/Lung_Injury_After_One_Lung_Ventilation__A_Review.8.aspx,Medicina
[HTML] Pneumothorax,https://synapse.koreamed.org/articles/1001950,https://sci-hub.se/https://synapse.koreamed.org/articles/1001950,Medicina
Electrical impedance tomography reveals pathophysiology of neonatal pneumothorax during NAVA,https://onlinelibrary.wiley.com/doi/abs/10.1002/ccr3.2944,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1002/ccr3.2944,Medicina
"Tension pneumothorax: etiology, diagnosis, pathophysiology, and management",https://journals.sagepub.com/doi/pdf/10.1177/088506669400900304,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/088506669400900304,Medicina
[HTML] Pneumothorax following ERCP: report of two cases with different pathophysiology,https://www.hindawi.com/journals/crim/2013/206564/,https://sci-hub.se/https://www.hindawi.com/journals/crim/2013/206564/,Medicina
"[HTML] Coronavirus disease 2019 with spontaneous pneumothorax, pneumomediastinum and subcutaneous emphysema, France",https://www.sciencedirect.com/science/article/pii/S2052297520301372,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S2052297520301372,Medicina
Pneumothorax during laparoscopic fundoplication: diagnosis and treatment with positive end-expiratory pressure,https://journals.lww.com/anesthesia-analgesia/Fulltext/1995/11000/Pneumothorax_During_Laparoscopic_Fundoplication_.17.aspx,https://sci-hub.se/https://journals.lww.com/anesthesia-analgesia/Fulltext/1995/11000/Pneumothorax_During_Laparoscopic_Fundoplication_.17.aspx,Medicina
Fluorescein-enhanced autofluorescence thoracoscopy in primary spontaneous pneumothorax,https://www.atsjournals.org/doi/abs/10.1164/rccm.200404-438CR,https://sci-hub.se/https://www.atsjournals.org/doi/abs/10.1164/rccm.200404-438CR,Medicina
[HTML] Clinical presentation of patients with tension pneumothorax: a systematic review,https://journals.lww.com/annalsofsurgery/FullText/2015/06000/Clinical_Presentation_of_Patients_With_Tension.9.aspx,https://sci-hub.se/https://journals.lww.com/annalsofsurgery/FullText/2015/06000/Clinical_Presentation_of_Patients_With_Tension.9.aspx,Medicina
Association between anger and first-onset primary spontaneous pneumothorax,https://www.sciencedirect.com/science/article/pii/S0163834308000376,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0163834308000376,Medicina
Catamenial pneumothorax,https://www.surgjournal.com/article/0039-6060(76)90295-6/fulltext,https://sci-hub.se/https://www.surgjournal.com/article/0039-6060(76)90295-6/fulltext,Medicina
Pneumothorax,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1440-1843.2004.00577.x,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1440-1843.2004.00577.x,Medicina
Spontaneous pneumothorax: time to rethink management?,https://www.sciencedirect.com/science/article/pii/S2213260015002209,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S2213260015002209,Medicina
Respiratory bronchiolitis in smokers with spontaneous pneumothorax,https://erj.ersjournals.com/content/12/3/702.short,https://sci-hub.se/https://erj.ersjournals.com/content/12/3/702.short,Medicina
[HTML] Tension pneumothorax,https://europepmc.org/books/nbk559090,https://sci-hub.se/https://europepmc.org/books/nbk559090,Medicina
Fluorescein-enhanced autofluorescence thoracoscopy in patients with primary spontaneous pneumothorax and normal subjects,https://www.atsjournals.org/doi/abs/10.1164/rccm.200602-259OC,https://sci-hub.se/https://www.atsjournals.org/doi/abs/10.1164/rccm.200602-259OC,Medicina
Pediatric spontaneous pneumothorax,https://journals.lww.com/pec-online/fulltext/2012/07000/pediatric_spontaneous_pneumothorax.24.aspx,https://sci-hub.se/https://journals.lww.com/pec-online/fulltext/2012/07000/pediatric_spontaneous_pneumothorax.24.aspx,Medicina
[HTML] Surgical pneumothorax under spontaneous ventilation—effect on oxygenation and ventilation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4436421/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4436421/,Medicina
[PDF] Pneumothorax and asthma,https://www.academia.edu/download/84953070/ptpmcrender.pdf,https://sci-hub.se/https://www.academia.edu/download/84953070/ptpmcrender.pdf,Medicina
Tension pneumothorax,https://journals.lww.com/co-pulmonarymedicine/Fulltext/1999/07000/Tension_pneumothorax.16.aspx,https://sci-hub.se/https://journals.lww.com/co-pulmonarymedicine/Fulltext/1999/07000/Tension_pneumothorax.16.aspx,Medicina
Meteorological conditions and spontaneous pneumothorax. Retrospective study of 165 cases in the Rouen area,https://europepmc.org/article/med/6718945,https://sci-hub.se/https://europepmc.org/article/med/6718945,Medicina
Pneumothorax during laparoscopy,https://link.springer.com/article/10.1007/s00464-003-8126-9,https://sci-hub.se/https://link.springer.com/article/10.1007/s00464-003-8126-9,Medicina
[HTML] Barotrauma and pneumothorax,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4332090/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4332090/,Medicina
Meteorological conditions related to the onset of spontaneous pneumothorax,https://www.jstage.jst.go.jp/article/tjem/217/4/217_4_329/_article/-char/ja/,https://sci-hub.se/https://www.jstage.jst.go.jp/article/tjem/217/4/217_4_329/_article/-char/ja/,Medicina
Guidelines for the diagnosis and treatment of spontaneous pneumothorax,https://www.sciencedirect.com/science/article/pii/S1579212908600774,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1579212908600774,Medicina
Management of spontaneous pneumothorax: state of the art,https://erj.ersjournals.com/content/28/3/637.short,https://sci-hub.se/https://erj.ersjournals.com/content/28/3/637.short,Medicina
Tension pneumothorax—time for a re-think?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1726546/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1726546/,Medicina
[HTML] Clinical manifestations of tension pneumothorax: protocol for a systematic review and meta-analysis,https://systematicreviewsjournal.biomedcentral.com/articles/10.1186/2046-4053-3-3,https://sci-hub.se/https://systematicreviewsjournal.biomedcentral.com/articles/10.1186/2046-4053-3-3,Medicina
"The lung point sign, not pathognomonic of a pneumothorax","https://journals.lww.com/ultrasound-quarterly/fulltext/2016/09000/The_Lung_Point_Sign,_not_Pathognomonic_of_a.9.aspx","https://sci-hub.se/https://journals.lww.com/ultrasound-quarterly/fulltext/2016/09000/The_Lung_Point_Sign,_not_Pathognomonic_of_a.9.aspx",Medicina
Video-assisted thoracic surgical treatment of initial spontaneous pneumothorax in young patients,https://www.sciencedirect.com/science/article/pii/S0003497502048166,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0003497502048166,Medicina
Pneumothorax: a review,https://meridian.allenpress.com/jaaha/article-abstract/46/6/385/176642,https://sci-hub.se/https://meridian.allenpress.com/jaaha/article-abstract/46/6/385/176642,Medicina
[PDF] Primary spontaneous pneumothorax: a pathway to practice,https://cdn.amegroups.cn/journals/vats/files/journals/27/articles/4806/public/4806-PB6-2737-R2.pdf,https://sci-hub.se/https://cdn.amegroups.cn/journals/vats/files/journals/27/articles/4806/public/4806-PB6-2737-R2.pdf,Medicina
"Interventional radiology of the chest: image-guided percutaneous drainage of pleural effusions, lung abscess, and pneumothorax.",https://www.ajronline.org/doi/abs/10.2214/ajr.164.3.7863875,https://sci-hub.se/https://www.ajronline.org/doi/abs/10.2214/ajr.164.3.7863875,Medicina
[HTML] Pneumothorax in COVID-19 disease-incidence and clinical characteristics,https://link.springer.com/article/10.1186/s12931-020-01504-y,https://sci-hub.se/https://link.springer.com/article/10.1186/s12931-020-01504-y,Medicina
Recurrence rates in primary spontaneous pneumothorax: a systematic review and meta-analysis,https://erj.ersjournals.com/content/52/3/1800864.short,https://sci-hub.se/https://erj.ersjournals.com/content/52/3/1800864.short,Medicina
[HTML] Pneumothorax as the presenting manifestation of COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7797865/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7797865/,Medicina
[HTML] Pneumothorax following ERCP: report of four cases and review of the literature,https://link.springer.com/article/10.1007/s10620-012-2150-3,https://sci-hub.se/https://link.springer.com/article/10.1007/s10620-012-2150-3,Medicina
Atmospheric pressure influences the risk of pneumothorax: beware of the storm!,https://www.sciencedirect.com/science/article/pii/S0012369215375267,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0012369215375267,Medicina
Physiology and cardiovascular effect of severe tension pneumothorax in a porcine model,https://www.sciencedirect.com/science/article/pii/S0022480413005052,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0022480413005052,Medicina
[HTML] A case of spontaneous pneumothorax 21 days after diagnosis of coronavirus disease 2019 (COVID-19) pneumonia,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7447295/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7447295/,Medicina
Pneumothorax in women of child-bearing age: an update classification based on clinical and pathologic findings,https://www.sciencedirect.com/science/article/pii/S0012369215341751,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0012369215341751,Medicina
"Spontaneous pneumomediastinum, pneumothorax and subcutaneous emphysema in COVID-19 pneumonia: a rare case and literature review",https://casereports.bmj.com/content/13/12/e239489.abstract,https://sci-hub.se/https://casereports.bmj.com/content/13/12/e239489.abstract,Medicina
"Subcutaneous emphysema, pneumomediastinum, and pneumothorax in labor and delivery",https://www.sciencedirect.com/science/article/pii/0002937886905879,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0002937886905879,Medicina
Management of pneumothorax,https://www.chestmed.theclinics.com/article/S0272-5231(21)01200-4/abstract,https://sci-hub.se/https://www.chestmed.theclinics.com/article/S0272-5231(21)01200-4/abstract,Medicina
ERS task force statement: diagnosis and treatment of primary spontaneous pneumothorax,https://erj.ersjournals.com/content/46/2/321.short,https://sci-hub.se/https://erj.ersjournals.com/content/46/2/321.short,Medicina
[HTML] Pneumothorax ex-vacuo or “trapped lung” in the setting of hepatic hydrothorax,https://link.springer.com/article/10.1186/1471-2466-12-78,https://sci-hub.se/https://link.springer.com/article/10.1186/1471-2466-12-78,Medicina
"[HTML] Pneumothorax, music and balloons: A case series",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3731861/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3731861/,Medicina
[HTML] Vaping associated spontaneous pneumothorax–A case series of an enigmatic entity!,https://www.sciencedirect.com/science/article/pii/S2213007121001970,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S2213007121001970,Medicina
Pneumothorax in cystic fibrosis,https://www.sciencedirect.com/science/article/pii/S0012369216343975,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0012369216343975,Medicina
[PDF] Surgical tension pneumothorax during laparoscopic repair of massive hiatus hernia: a different situation requiring different management,https://journals.sagepub.com/doi/pdf/10.1177/0310057X1103900621,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/0310057X1103900621,Medicina
Surgical pleurodesis for Vanderschueren's stage III primary spontaneous pneumothorax,https://erj.ersjournals.com/content/31/4/837.short,https://sci-hub.se/https://erj.ersjournals.com/content/31/4/837.short,Medicina
Spontaneous pneumothorax: stop chest tube as first-line therapy,https://erj.ersjournals.com/content/49/4/1700306.short,https://sci-hub.se/https://erj.ersjournals.com/content/49/4/1700306.short,Medicina
Air travel following traumatic pneumothorax: when is it safe?,https://journals.sagepub.com/doi/pdf/10.1177/000313489906501214,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/000313489906501214,Medicina
Spontaneous pneumothorax,https://www.sciencedirect.com/science/article/pii/0002961065901790,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0002961065901790,Medicina
[HTML] Pneumothorax: clearing the air on the pressure-dependent airleak hypothesis,https://www.atsjournals.org/doi/full/10.1164/rccm.202202-0271ED,https://sci-hub.se/https://www.atsjournals.org/doi/full/10.1164/rccm.202202-0271ED,Medicina
[PDF] Pneumothorax and pneumomediastinum secondary to COVID-19 disease unrelated to mechanical ventilation,https://downloads.hindawi.com/journals/cricc/2020/6655428.pdf,https://sci-hub.se/https://downloads.hindawi.com/journals/cricc/2020/6655428.pdf,Medicina
Unilateral pulmonary edema following spontaneous pneumothorax.,https://europepmc.org/article/med/6894573,https://sci-hub.se/https://europepmc.org/article/med/6894573,Medicina
[HTML] Chemical pleurodesis for spontaneous pneumothorax,https://www.sciencedirect.com/science/article/pii/S0929664613003720,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0929664613003720,Medicina
Respiratory pathophysiology simulation cases (pneumothorax and pneumonia),https://www.mededportal.org/doi/abs/10.15766/mep_2374-8265.9167,https://sci-hub.se/https://www.mededportal.org/doi/abs/10.15766/mep_2374-8265.9167,Medicina
Tension pneumothorax during apnea testing for the determination of brain death,https://pubs.asahq.org/anesthesiology/article-abstract/89/5/1250/37077,https://sci-hub.se/https://pubs.asahq.org/anesthesiology/article-abstract/89/5/1250/37077,Medicina
Recurrence of primary spontaneous pneumothorax.,https://thorax.bmj.com/content/52/9/805.abstract,https://sci-hub.se/https://thorax.bmj.com/content/52/9/805.abstract,Medicina
Regional pulmonary function during experimental unilateral pneumothorax in the awake state,https://www.sciencedirect.com/science/article/pii/S0022522319413536,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0022522319413536,Medicina
[HTML] Spontaneous pneumothorax,https://www.ncbi.nlm.nih.gov/books/NBK459302/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/books/NBK459302/,Medicina
[HTML] Pneumoperitoneum associated with catamenial pneumothorax in women with thoracic endometriosis,https://www.sciencedirect.com/science/article/pii/S0015028208040983,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0015028208040983,Medicina
Size of pneumothorax can be a new indication for surgical treatment in primary spontaneous pneumothorax: a prospective study,https://www.jstage.jst.go.jp/article/atcs/20/3/20_oa.12.02212/_article/-char/ja/,https://sci-hub.se/https://www.jstage.jst.go.jp/article/atcs/20/3/20_oa.12.02212/_article/-char/ja/,Medicina
Pneumothorax and other forms of pulmonary air leak in newborns,https://www.atsjournals.org/doi/abs/10.1164/arrd.1979.120.4.729,https://sci-hub.se/https://www.atsjournals.org/doi/abs/10.1164/arrd.1979.120.4.729,Medicina
Bilateral tension pneumothorax during jet ventilation: a case report.,https://europepmc.org/article/med/11132012,https://sci-hub.se/https://europepmc.org/article/med/11132012,Medicina
Re-expansion pulmonary edema post-pneumothorax,https://academic.oup.com/burnstrauma/article-abstract/doi/10.1093/burnst/tkaa032/5900201,https://sci-hub.se/https://academic.oup.com/burnstrauma/article-abstract/doi/10.1093/burnst/tkaa032/5900201,Medicina
"[HTML] Spontaneous pneumomediastinum, pneumopericardium, pneumothorax and subcutaneous emphysema in patients with COVID-19 pneumonia, a case report",https://cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-020-01308-7,https://sci-hub.se/https://cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-020-01308-7,Medicina
[HTML] Primary spontaneous pneumothorax in children: a literature review,https://www.prccm.org/article.asp?issn=2543-0343;year=2018;volume=2;issue=2;spage=25;epage=31;aulast=Kuo,https://sci-hub.se/https://www.prccm.org/article.asp?issn=2543-0343;year=2018;volume=2;issue=2;spage=25;epage=31;aulast=Kuo,Medicina
[HTML] Iatrogenic pneumothorax related to mechanical ventilation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4021154/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4021154/,Medicina
Diagnosis of pneumothorax in critically ill adults,https://pmj.bmj.com/content/76/897/399.short,https://sci-hub.se/https://pmj.bmj.com/content/76/897/399.short,Medicina
[HTML] Extensive tension pneumocephalus caused by spinal tapping in a patient with Basal skull fracture and pneumothorax,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2693797/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2693797/,Medicina
Management of spontaneous pneumothorax,https://www.chestmed.theclinics.com/article/S0272-5231(05)00130-9/abstract,https://sci-hub.se/https://www.chestmed.theclinics.com/article/S0272-5231(05)00130-9/abstract,Medicina
[HTML] EMS Pneumothorax,https://europepmc.org/books/nbk482161,https://sci-hub.se/https://europepmc.org/books/nbk482161,Medicina
Does COVID-19 increase the risk for spontaneous pneumothorax?,https://www.amjmedsci.com/article/S0002-9629(20)30320-7/abstract,https://sci-hub.se/https://www.amjmedsci.com/article/S0002-9629(20)30320-7/abstract,Medicina
Postoperative pneumomediastinum and pneumothorax following orthognathic surgery,https://www.sciencedirect.com/science/article/pii/0278239186901977,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0278239186901977,Medicina
[HTML] Principles of diagnosis and management of traumatic pneumothorax,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2700561/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2700561/,Medicina
Spontaneous pneumothorax as a result of intensive cytotoxic chemotherapy,https://www.sciencedirect.com/science/article/pii/S0012369215305298,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0012369215305298,Medicina
[HTML] Iatrogenic Pneumothorax,https://www.ncbi.nlm.nih.gov/books/NBK526057/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/books/NBK526057/,Medicina
[HTML] Spontaneous pneumothorax: epidemiology and treatment in Germany between 2011 and 2015,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5719231/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5719231/,Medicina
A case of catamenial pneumothorax with diaphragmatic fenestrations,https://www.sciencedirect.com/science/article/pii/S0736467909004156,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0736467909004156,Medicina
Tension pneumothorax during extracorporeal membrane oxygenation,https://www.sciencedirect.com/science/article/pii/0003497589900222,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0003497589900222,Medicina
Unilateral pulmonary edema after drainage of a spontaneous pneumothorax: case report and review of the world literature,https://www.sciencedirect.com/science/article/pii/0736467983900069,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0736467983900069,Medicina
[PDF] Bulla formation and tension pneumothorax in a patient with COVID-19,https://www.scienceopen.com/document_file/1042b275-0485-401f-b79c-b78e838124ae/PubMedCentral/1042b275-0485-401f-b79c-b78e838124ae.pdf,https://sci-hub.se/https://www.scienceopen.com/document_file/1042b275-0485-401f-b79c-b78e838124ae/PubMedCentral/1042b275-0485-401f-b79c-b78e838124ae.pdf,Medicina
[HTML] Pneumothorax as a late complication of COVID-19,https://www.scielo.br/j/rimtsp/a/NQcGpmNNpp7NvLTWb5ynvLz/?lang=en&format=html,https://sci-hub.se/https://www.scielo.br/j/rimtsp/a/NQcGpmNNpp7NvLTWb5ynvLz/?lang=en&format=html,Medicina
Pneumothorax in the Emergency Room: personal caseload,https://journals.lww.com/jisa/Abstract/2011/11000/Pneumothorax_in_the_Emergency_Room__personal.6.aspx,https://sci-hub.se/https://journals.lww.com/jisa/Abstract/2011/11000/Pneumothorax_in_the_Emergency_Room__personal.6.aspx,Medicina
"Spontaneous pneumomediastinum, pneumothorax, pneumopericardium and subcutaneous emphysema—Not so uncommon complications in Patients with COVID-19 …",https://www.mdpi.com/1046860,https://sci-hub.se/https://www.mdpi.com/1046860,Medicina
The McSwain Dart: device for relief of tension pneumothorax.,https://europepmc.org/article/med/7176990,https://sci-hub.se/https://europepmc.org/article/med/7176990,Medicina
Association between ambient air pollution exposure and spontaneous pneumothorax occurrence,https://journals.lww.com/epidem/FullText/2019/07001/Association_Between_Ambient_Air_Pollution_Exposure.9.aspx,https://sci-hub.se/https://journals.lww.com/epidem/FullText/2019/07001/Association_Between_Ambient_Air_Pollution_Exposure.9.aspx,Medicina
Monthly recurrent pneumothorax,https://journals.sagepub.com/doi/full/10.1177/0218492316638606,https://sci-hub.se/https://journals.sagepub.com/doi/full/10.1177/0218492316638606,Medicina
Mechanical versus chemical pleurodesis after bullectomy for primary spontaneous pneumothorax: a systemic review and meta-analysis,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0039-1697959,https://sci-hub.se/https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0039-1697959,Medicina
"Air leaks, pneumothorax, and chest drains",https://academic.oup.com/bjaed/article-abstract/8/6/204/406189,https://sci-hub.se/https://academic.oup.com/bjaed/article-abstract/8/6/204/406189,Medicina
Pneumomediastinum and pneumothorax complicating asthma in children,https://jamanetwork.com/journals/jamapediatrics/article-abstract/502290,https://sci-hub.se/https://jamanetwork.com/journals/jamapediatrics/article-abstract/502290,Medicina
A biomechanical hypothesis for the pathophysiology of apical lung disease,https://www.sciencedirect.com/science/article/pii/S0306987716300809,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0306987716300809,Medicina
"Pneumomediastinum in pregnancy: two case reports and a review of the literature, pathophysiology, and management",https://journals.lww.com/greenjournal/Abstract/1984/09001/Pneumomediastinum_in_Pregnancy__Two_Case_Reports.10.aspx,https://sci-hub.se/https://journals.lww.com/greenjournal/Abstract/1984/09001/Pneumomediastinum_in_Pregnancy__Two_Case_Reports.10.aspx,Medicina
Pneumothorax during positive-pressure mechanical ventilation,https://www.sciencedirect.com/science/article/pii/S0022522319387628,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0022522319387628,Medicina
[PDF] A Just-in-Time Video Primer on Pneumothorax Pathophysiology and Early Management,https://escholarship.org/content/qt0pp5n5hm/qt0pp5n5hm.pdf,https://sci-hub.se/https://escholarship.org/content/qt0pp5n5hm/qt0pp5n5hm.pdf,Medicina
Visualization of diaphragmatic fenestration associated with catamenial pneumothorax,https://www.annalsthoracicsurgery.org/article/S0003-4975(99)00735-3/abstract,https://sci-hub.se/https://www.annalsthoracicsurgery.org/article/S0003-4975(99)00735-3/abstract,Medicina
"Spontaneous pneumothorax, pneumomediastinum and subcutaneous emphysema in non-ventilated COVID-19 patients",https://www.future-science.com/doi/abs/10.2144/fsoa-2021-0090,https://sci-hub.se/https://www.future-science.com/doi/abs/10.2144/fsoa-2021-0090,Medicina
Pneumothorax in the neonate,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1552-6909.1995.tb02465.x,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1552-6909.1995.tb02465.x,Medicina
Recurrent catamenial pneumothorax caused by diaphragmatic fenestration,https://rc.rcjournal.com/content/58/12/e168.short,https://sci-hub.se/https://rc.rcjournal.com/content/58/12/e168.short,Medicina
Pneumothorax secondary to pulmonary thromboembolism in a dog,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1476-4431.2008.00347.x,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1476-4431.2008.00347.x,Medicina
Management of open pneumothorax in tactical combat casualty care: TCCC guidelines change 13-02,https://apps.dtic.mil/sti/citations/ADA614804,https://sci-hub.se/https://apps.dtic.mil/sti/citations/ADA614804,Medicina
[HTML] Pneumothorax: an up to date “introduction”,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4381472/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4381472/,Medicina
"[HTML] Tension pneumothorax, is it a really life-threatening condition?",https://cardiothoracicsurgery.biomedcentral.com/articles/10.1186/1749-8090-8-197,https://sci-hub.se/https://cardiothoracicsurgery.biomedcentral.com/articles/10.1186/1749-8090-8-197,Medicina
Relationship between catamenial pneumothorax or non-catamenial pneumothorax and endometriosis,https://www.sciencedirect.com/science/article/pii/S1553465017312360,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1553465017312360,Medicina
Pneumothorax in AIDS,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-114-6-455,https://sci-hub.se/https://www.acpjournals.org/doi/abs/10.7326/0003-4819-114-6-455,Medicina
Spontaneous pneumothorax secondary to reactive bronchopneumopathy in a dog,https://avmajournals.avma.org/view/journals/javma/242/5/javma.242.5.658.xml,https://sci-hub.se/https://avmajournals.avma.org/view/journals/javma/242/5/javma.242.5.658.xml,Medicina
Pneumothorax and insertion of a chest drain,https://www.sciencedirect.com/science/article/pii/S0263931906700047,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0263931906700047,Medicina
An age-stratified longitudinal study of primary spontaneous pneumothorax,https://www.sciencedirect.com/science/article/pii/S1054139X17302069,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1054139X17302069,Medicina
[PDF] Simultaneous spontaneous bilateral pneumothoraces in an asthmatic.,https://www.mona.uwi.edu/fms/wimj/system/files/article_pdfs/williams_johnson_simultaneous_spontaneous_bilateral_pneumothoraces_in_an_asthmatic.pdf,https://sci-hub.se/https://www.mona.uwi.edu/fms/wimj/system/files/article_pdfs/williams_johnson_simultaneous_spontaneous_bilateral_pneumothoraces_in_an_asthmatic.pdf,Medicina
[HTML] Are there any psychological factors in male patients with primary spontaneous pneumothorax?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4057869/,https://sci-hub.se/https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4057869/,Medicina
