Titulos,URL,HUBsci,Categoria
Harnessing university entrepreneurship for economic growth: Factors of success among university spin-offs,https://journals.sagepub.com/doi/pdf/10.1177/0891242412471845,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/0891242412471845,Economia
Interest and Growth in an Economy with Land,https://www.jstor.org/stable/135633,https://sci-hub.se/https://www.jstor.org/stable/135633,Economia
"[LIBRO] The Corporate economy: growth, competition, and innovative potential",https://books.google.es/books?hl=es&lr=&id=D7uwCwAAQBAJ&oi=fnd&pg=PR9&dq=economy+growth+factors&ots=qVhL4yd7TL&sig=JXdjsJ-m4h6TTnxDDzLUWir0XFs,https://sci-hub.se/https://books.google.es/books?hl=es&lr=&id=D7uwCwAAQBAJ&oi=fnd&pg=PR9&dq=economy+growth+factors&ots=qVhL4yd7TL&sig=JXdjsJ-m4h6TTnxDDzLUWir0XFs,Economia
Initiation to end point: the multiple roles of fibroblast growth factors in neural development,https://www.nature.com/articles/nrn2189,https://sci-hub.se/https://www.nature.com/articles/nrn2189,Economia
Growth factor delivery approaches in hydrogels,https://pubs.acs.org/doi/abs/10.1021/bm801103c,https://sci-hub.se/https://pubs.acs.org/doi/abs/10.1021/bm801103c,Economia
“Small cities blues:” looking for growth factors in small and medium-sized cities,https://journals.sagepub.com/doi/pdf/10.1177/0891242406290377,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/0891242406290377,Economia
Demonstration of the retrograde transport of nerve growth factor receptor in the peripheral and central nervous system,https://www.jneurosci.org/content/7/3/923.short,https://sci-hub.se/https://www.jneurosci.org/content/7/3/923.short,Economia
The effect of entrepreneurship on economy growth and development in Nigeria,http://eprints.abuad.edu.ng/49/,https://sci-hub.se/http://eprints.abuad.edu.ng/49/,Economia
Old wine in a new bottle: Growth convergence dynamics in the EU,https://link.springer.com/article/10.1007/s11293-010-9219-1,https://sci-hub.se/https://link.springer.com/article/10.1007/s11293-010-9219-1,Economia
Critical growth factors of ICT start‐ups,https://www.emerald.com/insight/content/doi/10.1108/00251740710718962/full/,https://sci-hub.se/https://www.emerald.com/insight/content/doi/10.1108/00251740710718962/full/,Economia
"Environmental Kuznets curve among BRICS countries: spot lightening finance, transport, energy and growth factors",https://www.sciencedirect.com/science/article/pii/S095965261730731X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S095965261730731X,Economia
Platelet-derived growth factor applications in periodontal and peri-implant bone regeneration,https://www.tandfonline.com/doi/abs/10.1517/14712598.2011.554814,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.1517/14712598.2011.554814,Economia
"Explaining economic growth: Factor accumulation, total factor productivity growth, and production efficiency improvement",https://opencommons.uconn.edu/econ_wpapers/200420/,https://sci-hub.se/https://opencommons.uconn.edu/econ_wpapers/200420/,Economia
Osteoinductive growth factors in preclinical fracture and long bone defects models,https://www.orthopedic.theclinics.com/article/S0030-5898(05)70117-6/abstract,https://sci-hub.se/https://www.orthopedic.theclinics.com/article/S0030-5898(05)70117-6/abstract,Economia
"The economy, tourism growth and corporate performance in the Taiwanese hotel industry",https://www.sciencedirect.com/science/article/pii/S026151770900137X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S026151770900137X,Economia
A rapid and convenient assay for counting cells cultured in microwell plates: application for assessment of growth factors,https://journals.biologists.com/jcs/article-abstract/92/3/513/60437,https://sci-hub.se/https://journals.biologists.com/jcs/article-abstract/92/3/513/60437,Economia
"Education, social security, and growth",https://www.sciencedirect.com/science/article/pii/S0047272798000735,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0047272798000735,Economia
"[PDF] Gene knockouts of c-src, transforming growth factor beta 1, and tenascin suggest superfluous, nonfunctional expression of proteins.",https://europepmc.org/articles/pmc2119732?pdf=render,https://sci-hub.se/https://europepmc.org/articles/pmc2119732?pdf=render,Economia
[PDF] Periodontal regeneration in human Class II furcations using purified recombinant human platelet-derived growth factor-BB (rhPDGF-BB) with bone allograft,https://www.researchgate.net/profile/Myron-Nevins/publication/10666716_Periodontal_regeneration_in_human_Class_II_furcations_using_purified_recombinant_human_platelet-derived_growth_factor-BB_rhPDGF-BB_with_bone_allograft/links/0c9605293d37599114000000/Periodontal-regeneration-in-human-Class-II-furcations-using-purified-recombinant-human-platelet-derived-growth-factor-BB-rhPDGF-BB-with-bone-allograft.pdf,https://sci-hub.se/https://www.researchgate.net/profile/Myron-Nevins/publication/10666716_Periodontal_regeneration_in_human_Class_II_furcations_using_purified_recombinant_human_platelet-derived_growth_factor-BB_rhPDGF-BB_with_bone_allograft/links/0c9605293d37599114000000/Periodontal-regeneration-in-human-Class-II-furcations-using-purified-recombinant-human-platelet-derived-growth-factor-BB-rhPDGF-BB-with-bone-allograft.pdf,Economia
Vascular endothelial growth factor in human periodontal disease,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0765.1998.tb02349.x,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0765.1998.tb02349.x,Economia
From growth factor dependence to growth factor responsiveness: the genesis of an alveolar macrophage cell line,https://link.springer.com/article/10.1007/BF02620974,https://sci-hub.se/https://link.springer.com/article/10.1007/BF02620974,Economia
"A novel family of growth factor receptors: a common binding domain in the growth hormone, prolactin, erythropoietin and IL-6 receptors, and the p75 IL-2 receptor β …",https://www.sciencedirect.com/science/article/pii/0006291X89915283,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0006291X89915283,Economia
Platelet-rich plasma: Growth factor enhancement for bone grafts,https://www.sciencedirect.com/science/article/pii/S1079210498900294,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1079210498900294,Economia
Identification of angiogenic activity and the cloning and expression of platelet-derived endothelial cell growth factor,https://www.nature.com/articles/338557a0,https://sci-hub.se/https://www.nature.com/articles/338557a0,Economia
Insulin-like growth factor 2 and potential regulators of hemangioma growth and involution identified by large-scale expression analysis,https://www.pnas.org/doi/abs/10.1073/pnas.102185799,https://sci-hub.se/https://www.pnas.org/doi/abs/10.1073/pnas.102185799,Economia
[LIBRO] The World Economy: Growth Or Stagnation?,https://books.google.es/books?hl=es&lr=&id=mfF7DQAAQBAJ&oi=fnd&pg=PR9&dq=economy+growth+factors&ots=3xYjQXXXO3&sig=WQZJhJygGQGZ9kUFTysDlR7EUEU,https://sci-hub.se/https://books.google.es/books?hl=es&lr=&id=mfF7DQAAQBAJ&oi=fnd&pg=PR9&dq=economy+growth+factors&ots=3xYjQXXXO3&sig=WQZJhJygGQGZ9kUFTysDlR7EUEU,Economia
Additive effect of plasma rich in growth factors with guided tissue regeneration in treatment of intrabony defects in patients with chronic periodontitis: a split‐mouth …,https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2017.160824,https://sci-hub.se/https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2017.160824,Economia
Rat ovarian insulin-like growth factor I (IGF-I) gene expression is granulosa cell-selective: 5′-untranslated mRNA variant representation and hormonal regulation,https://academic.oup.com/endo/article-abstract/125/1/572/2532323,https://sci-hub.se/https://academic.oup.com/endo/article-abstract/125/1/572/2532323,Economia
"Stimulatory Effect of Insulin-Like Growth Factor-1 on Renal Pi Transport and Plasma 1,25-Dihydroxyvitamin D3",https://academic.oup.com/endo/article-abstract/127/1/453/2533821,https://sci-hub.se/https://academic.oup.com/endo/article-abstract/127/1/453/2533821,Economia
Platelet‐rich plasma contains high levels of platelet‐derived growth factor and transforming growth factor‐β and modulates the proliferation of periodontally related …,https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2003.74.6.849,https://sci-hub.se/https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2003.74.6.849,Economia
Chondrogenic differentiation of mesenchymal stem cells isolated from patients in late adulthood: the optimal conditions of growth factors,https://www.liebertpub.com/doi/abs/10.1089/ten.2006.12.527,https://sci-hub.se/https://www.liebertpub.com/doi/abs/10.1089/ten.2006.12.527,Economia
Clonal growth of bovine vascular endothelial cells: fibroblast growth factor as a survival agent.,https://www.pnas.org/doi/abs/10.1073/pnas.73.11.4120,https://sci-hub.se/https://www.pnas.org/doi/abs/10.1073/pnas.73.11.4120,Economia
"Transforming growth factor-β 1 inhibits ovarian androgen production: gene expression, cellular localization, mechanisms (s), and site (s) of action",https://academic.oup.com/endo/article-abstract/127/6/2804/2534161,https://sci-hub.se/https://academic.oup.com/endo/article-abstract/127/6/2804/2534161,Economia
The knowledge economy and urban economic growth,https://www.tandfonline.com/doi/abs/10.1080/09654310600933322,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.1080/09654310600933322,Economia
Somatic Mutations in the Kinase Domain of the Met/Hepatocyte Growth Factor Receptor Gene in Childhood Hepatocellular Carcinomas,https://aacrjournals.org/cancerres/article-abstract/59/2/307/505581,https://sci-hub.se/https://aacrjournals.org/cancerres/article-abstract/59/2/307/505581,Economia
The global impact of the coronavirus pandemic,https://www.sciencedirect.com/science/article/pii/S135961012030126X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S135961012030126X,Economia
Current Anti–Vascular Endothelial Growth Factor Dosing Regimens: Benefits and Burden,https://www.sciencedirect.com/science/article/pii/S0161642013001036,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0161642013001036,Economia
The decrease in total collagen fibers in the liver by hepatocyte growth factor after formation of cirrhosis induced by thioacetamide,https://www.sciencedirect.com/science/article/pii/S0006295299003597,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0006295299003597,Economia
Assessing the impact of AIDS on the growth path of the Malawian economy,https://www.sciencedirect.com/science/article/pii/0304387894900132,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0304387894900132,Economia
Optimal growth in a linear-logarithmic economy,https://www.jstor.org/stable/2525366,https://sci-hub.se/https://www.jstor.org/stable/2525366,Economia
"Platelet‐derived growth factor promotes periodontal regeneration in localized osseous defects: 36‐month extension results from a randomized, controlled, double …",https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2012.120141,https://sci-hub.se/https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2012.120141,Economia
"The budget deficit, public debt, and endogenous growth",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9779.2005.00247.x,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9779.2005.00247.x,Economia
Insulin-like growth factor I accelerates functional recovery from Achilles tendon injury in a rat model,https://journals.sagepub.com/doi/pdf/10.1177/03635465990270031701,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/03635465990270031701,Economia
Equilibrium imitation and growth,https://www.journals.uchicago.edu/doi/abs/10.1086/674362,https://sci-hub.se/https://www.journals.uchicago.edu/doi/abs/10.1086/674362,Economia
Insulinlike growth factor 1 production is inhibited in human sepsis,https://jamanetwork.com/journals/jamasurgery/article-abstract/593572,https://sci-hub.se/https://jamanetwork.com/journals/jamasurgery/article-abstract/593572,Economia
Hair growth stimulated by conditioned medium of adipose-derived stem cells is enhanced by hypoxia: evidence of increased growth factor secretion,https://www.jstage.jst.go.jp/article/biomedres/31/1/31_1_27/_article/-char/ja/,https://sci-hub.se/https://www.jstage.jst.go.jp/article/biomedres/31/1/31_1_27/_article/-char/ja/,Economia
Bioabsorbable polymer scaffolds for tissue engineering capable of sustained growth factor delivery,https://www.sciencedirect.com/science/article/pii/S0168365999001388,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0168365999001388,Economia
[PDF] Shrinking Cities. Shrinking Economy? The Case of East Germany,https://www.researchgate.net/profile/Peter-Franz-3/publication/282574361_Shrinking_Cities_-_Shrinking_Economy_The_Case_of_East_Germany_in_German_Journal_of_Urban_Studies_2004_Nr_1/links/561285b908ae83674f43786e/Shrinking-Cities-Shrinking-Economy-The-Case-of-East-Germany-in-German-Journal-of-Urban-Studies-2004-Nr-1.pdf,https://sci-hub.se/https://www.researchgate.net/profile/Peter-Franz-3/publication/282574361_Shrinking_Cities_-_Shrinking_Economy_The_Case_of_East_Germany_in_German_Journal_of_Urban_Studies_2004_Nr_1/links/561285b908ae83674f43786e/Shrinking-Cities-Shrinking-Economy-The-Case-of-East-Germany-in-German-Journal-of-Urban-Studies-2004-Nr-1.pdf,Economia
The effects of short‐term application of a combination of platelet‐derived and insulin‐like growth factors on periodontal wound healing,https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.1991.62.7.458,https://sci-hub.se/https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.1991.62.7.458,Economia
[HTML] Low-dose oral methotrexate and cyclophosphamide in metastatic breast cancer: antitumor activity and correlation with vascular endothelial growth factor …,https://www.sciencedirect.com/science/article/pii/S0923753419627869,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0923753419627869,Economia
Role of growth factors on periodontal repair,https://www.tandfonline.com/doi/abs/10.1080/08977190601060990,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.1080/08977190601060990,Economia
Growth factors in the fish meal component of catfish diets,https://academic.oup.com/jn/article-abstract/104/8/1091/4776590,https://sci-hub.se/https://academic.oup.com/jn/article-abstract/104/8/1091/4776590,Economia
"[HTML] Establishing zebrafish as a novel exercise model: swimming economy, swimming-enhanced growth and muscle growth marker gene expression",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0014483,https://sci-hub.se/https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0014483,Economia
[HTML] Periodontal tissue regeneration using fibroblast growth factor-2: randomized controlled phase II clinical trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0002611,https://sci-hub.se/https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0002611,Economia
[HTML] Vascular endothelial growth factor in ocular fluid of patients with diabetic retinopathy and other retinal disorders,https://www.nejm.org/doi/full/10.1056/nejm199412013312203,https://sci-hub.se/https://www.nejm.org/doi/full/10.1056/nejm199412013312203,Economia
Carrier systems and application of growth factors in orthopaedics,https://www.sciencedirect.com/science/article/pii/S0020138308700147,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0020138308700147,Economia
"Dynamic linkages between tourism transportation expenditures, carbon dioxide emission, energy consumption and growth factors: evidence from the transition …",https://www.tandfonline.com/doi/abs/10.1080/13683500.2015.1135107,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.1080/13683500.2015.1135107,Economia
Platelet‐derived growth factor‐modulated guided tissue regenerative therapy,https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.1995.66.6.522,https://sci-hub.se/https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.1995.66.6.522,Economia
Periodontal regeneration in humans using recombinant human platelet‐derived growth factor‐BB (rhPDGF‐BB) and allogenic bone,https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2003.74.9.1282,https://sci-hub.se/https://aap.onlinelibrary.wiley.com/doi/abs/10.1902/jop.2003.74.9.1282,Economia
Slow release of growth factors and thrombospondin-1 in Choukroun's platelet-rich fibrin (PRF): a gold standard to achieve for all surgical platelet concentrates …,https://www.tandfonline.com/doi/abs/10.1080/08977190802636713,https://sci-hub.se/https://www.tandfonline.com/doi/abs/10.1080/08977190802636713,Economia
Growth factors and their receptors derived from human amniotic cells in vitro,https://journals.viamedica.pl/folia_histochemica_cytobiologica/article/view/38872,https://sci-hub.se/https://journals.viamedica.pl/folia_histochemica_cytobiologica/article/view/38872,Economia
Insulin-like growth factors as intraovarian regulators of granulosa cell growth and function,https://academic.oup.com/edrv/article-abstract/6/3/400/2548812,https://sci-hub.se/https://academic.oup.com/edrv/article-abstract/6/3/400/2548812,Economia
A comprehensive pathway map of epidermal growth factor receptor signaling,https://www.embopress.org/doi/abs/10.1038/msb4100014,https://sci-hub.se/https://www.embopress.org/doi/abs/10.1038/msb4100014,Economia
Antibacterial effect of plasma rich in growth factors (PRGF®‐Endoret®) against Staphylococcus aureus and Staphylococcus epidermidis strains,https://academic.oup.com/ced/article-abstract/37/6/652/6623189,https://sci-hub.se/https://academic.oup.com/ced/article-abstract/37/6/652/6623189,Economia
Accounting for growth with new inputs,https://www.jstor.org/stable/2527062,https://sci-hub.se/https://www.jstor.org/stable/2527062,Economia
[HTML] Advanced growth factor delivery systems in wound management and skin regeneration,https://www.mdpi.com/212128,https://sci-hub.se/https://www.mdpi.com/212128,Economia
Vascular endothelial growth factor and vascular adjustments to perturbations in oxygen homeostasis,https://journals.physiology.org/doi/abs/10.1152/ajpcell.2001.280.6.c1367,https://sci-hub.se/https://journals.physiology.org/doi/abs/10.1152/ajpcell.2001.280.6.c1367,Economia
"Immunoglobulins from patients with Graves' disease induce hyaluronan synthesis in their orbital fibroblasts through the self-antigen, insulin-like growth factor-I …",https://academic.oup.com/jcem/article-abstract/89/10/5076/2844460,https://sci-hub.se/https://academic.oup.com/jcem/article-abstract/89/10/5076/2844460,Economia
Calcium phosphate ceramic systems in growth factor and drug delivery for bone tissue engineering: a review,https://www.sciencedirect.com/science/article/pii/S1742706111005046,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1742706111005046,Economia
Overproduction of transforming growth factor-β1 (TGF-b1) is associated with adhesion formation and peritoneal fibrinolytic impairment,https://www.sciencedirect.com/science/article/pii/S0039606001874493,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0039606001874493,Economia
Effects of Transforming Growth Factor β1 and Dexamethasone on the Growth and Chondrogenic Differentiation of Adipose-Derived Stromal Cells,https://www.liebertpub.com/doi/abs/10.1089/10763270360728215,https://sci-hub.se/https://www.liebertpub.com/doi/abs/10.1089/10763270360728215,Economia
Where can tourism-led growth and economy-driven tourism growth occur?,https://journals.sagepub.com/doi/pdf/10.1177/0047287518773919,https://sci-hub.se/https://journals.sagepub.com/doi/pdf/10.1177/0047287518773919,Economia
[HTML] Low urinary placental growth factor is a marker of pre-eclampsia,https://www.sciencedirect.com/science/article/pii/S0085253815514981,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0085253815514981,Economia
"Epidermal growth factor receptor, c-MET, β-catenin, and p53 expression as prognostic indicators in stage II colon cancer: a tissue microarray study",https://aacrjournals.org/clincancerres/article-abstract/10/9/3069/185861,https://sci-hub.se/https://aacrjournals.org/clincancerres/article-abstract/10/9/3069/185861,Economia
Economic growth in the new economy: Evidence from advanced economies,https://www.sciencedirect.com/science/article/pii/S016762450100066X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S016762450100066X,Economia
Growth hormone and the insulin-like growth factor system in myogenesis,https://academic.oup.com/edrv/article-abstract/17/5/481/2548597,https://sci-hub.se/https://academic.oup.com/edrv/article-abstract/17/5/481/2548597,Economia
Porous chitosan-gelatin scaffold containing plasmid DNA encoding transforming growth factor-β1 for chondrocytes proliferation,https://www.sciencedirect.com/science/article/pii/S0142961205007684,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0142961205007684,Economia
Bone tissue engineering via growth factor delivery: from scaffolds to complex matrices,https://academic.oup.com/rb/article-abstract/5/4/197/5035357,https://sci-hub.se/https://academic.oup.com/rb/article-abstract/5/4/197/5035357,Economia
Changes in sectoral composition associated with economic growth,https://www.jstor.org/stable/2527382,https://sci-hub.se/https://www.jstor.org/stable/2527382,Economia
[HTML] Vascular endothelial growth factor and basic fibroblast growth factor are found in resolving venous thrombi,https://www.sciencedirect.com/science/article/pii/S074152140095849X,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S074152140095849X,Economia
"Immunohistochemical localization of transforming growth factor-alpha in human endometrium, decidua, and trophoblast",https://academic.oup.com/jcem/article-abstract/76/3/786/2649919,https://sci-hub.se/https://academic.oup.com/jcem/article-abstract/76/3/786/2649919,Economia
Vascular endothelial growth factor and diabetic complications,https://www.sciencedirect.com/science/article/pii/S1350946208000542,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1350946208000542,Economia
Targeting nerve growth factor in pain: what is the therapeutic potential?,https://link.springer.com/article/10.2165/0063030-200822060-00002,https://sci-hub.se/https://link.springer.com/article/10.2165/0063030-200822060-00002,Economia
"Intra‐lesional injections of recombinant human epidermal growth factor promote granulation and healing in advanced diabetic foot ulcers: multicenter, randomised …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1742-481X.2009.00641.x,https://sci-hub.se/https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1742-481X.2009.00641.x,Economia
[HTML] A new growth model for the Russian economy,https://www.sciencedirect.com/science/article/pii/S2405473915000033,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S2405473915000033,Economia
"[LIBRO] Political economy, growth and liberalisation in India, 1991-2008",https://books.google.es/books?hl=es&lr=&id=ICGNAgAAQBAJ&oi=fnd&pg=PP1&dq=economy+growth+factors&ots=26aFnfMNko&sig=aL7PmLie-tqw9OJL_WisIMWm5o8,https://sci-hub.se/https://books.google.es/books?hl=es&lr=&id=ICGNAgAAQBAJ&oi=fnd&pg=PP1&dq=economy+growth+factors&ots=26aFnfMNko&sig=aL7PmLie-tqw9OJL_WisIMWm5o8,Economia
The effect of concentrated growth factors in the treatment of periodontal intrabony defects,https://www.future-science.com/doi/abs/10.4155/fsoa-2016-0019,https://sci-hub.se/https://www.future-science.com/doi/abs/10.4155/fsoa-2016-0019,Economia
"… of human vascular endothelial cells. Characterization of the response of human umbilical vein endothelial cells to fibroblast growth factor, epidermal growth factor …",https://rupress.org/jcb/article-abstract/77/3/774/29685,https://sci-hub.se/https://rupress.org/jcb/article-abstract/77/3/774/29685,Economia
High-level expression of human acidic fibroblast growth factor and basic fibroblast growth factor in silkworm (Bombyx mori L.) using recombinant baculovirus,https://www.sciencedirect.com/science/article/pii/S1046592800913585,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1046592800913585,Economia
On the growth factor requirements of isolated roots,https://www.jstor.org/stable/2436992,https://sci-hub.se/https://www.jstor.org/stable/2436992,Economia
Growth-promoting effects of insulin-like growth factor-1 (IGF-1) on hematopoietic cells: overexpression of introduced IGF-1 receptor abrogates interleukin-3 …,https://ashpublications.org/blood/article-abstract/78/4/921/173339,https://sci-hub.se/https://ashpublications.org/blood/article-abstract/78/4/921/173339,Economia
Recombinant human platelet-derived growth factor: biology and clinical applications,https://journals.lww.com/jbjsjournal/fulltext/2008/02001/recombinant_human_platelet_derived_growth_factor_.10.aspx,https://sci-hub.se/https://journals.lww.com/jbjsjournal/fulltext/2008/02001/recombinant_human_platelet_derived_growth_factor_.10.aspx,Economia
Do the fibrin architecture and leukocyte content influence the growth factor release of platelet concentrates? An evidence-based answer comparing a pure platelet-rich …,https://www.ingentaconnect.com/content/ben/cpb/2012/00000013/00000007/art00005,https://sci-hub.se/https://www.ingentaconnect.com/content/ben/cpb/2012/00000013/00000007/art00005,Economia
Not only Nokia: what Finland tells us about new economy growth,https://academic.oup.com/economicpolicy/article-abstract/19/38/118/2926019,https://sci-hub.se/https://academic.oup.com/economicpolicy/article-abstract/19/38/118/2926019,Economia
[PDF] Plant growth and carbon economy,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=89879ca51bc13fcef453060d93c55c89e8da590f,https://sci-hub.se/https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=89879ca51bc13fcef453060d93c55c89e8da590f,Economia
Advances in drug delivery systems (DDSs) to release growth factors for wound healing and skin regeneration,https://www.sciencedirect.com/science/article/pii/S1549963415000751,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1549963415000751,Economia
Long-term outcomes in eyes receiving fixed-interval dosing of anti–vascular endothelial growth factor agents for wet age-related macular degeneration,https://www.sciencedirect.com/science/article/pii/S0161642014010914,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0161642014010914,Economia
Controlled delivery of mesenchymal stem cells and growth factors using a nanofiber scaffold for tendon repair,https://www.sciencedirect.com/science/article/pii/S1742706113000652,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S1742706113000652,Economia
Evaluation of not-activated and activated PRP in hair loss treatment: role of growth factor and cytokine concentrations obtained by different collection systems,https://www.mdpi.com/180636,https://sci-hub.se/https://www.mdpi.com/180636,Economia
Protein supplements increase serum insulin-like growth factor-I levels and attenuate proximal femur bone loss in patients with recent hip fracture: a randomized …,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-128-10-199805150-00002,https://sci-hub.se/https://www.acpjournals.org/doi/abs/10.7326/0003-4819-128-10-199805150-00002,Economia
Epidermal growth factor and epidermal growth factor receptor: the Yin and Yang in the treatment of cutaneous wounds and cancer,https://www.liebertpub.com/doi/abs/10.1089/wound.2011.0326,https://sci-hub.se/https://www.liebertpub.com/doi/abs/10.1089/wound.2011.0326,Economia
Fabrication of core–shell microcapsules using PLGA and alginate for dual growth factor delivery system,https://www.sciencedirect.com/science/article/pii/S0168365910005869,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0168365910005869,Economia
Preoperative serum vascular endothelial growth factor can predict stage in colorectal cancer.,https://aacrjournals.org/clincancerres/article-abstract/4/5/1279/7512,https://sci-hub.se/https://aacrjournals.org/clincancerres/article-abstract/4/5/1279/7512,Economia
Multi-country real-life experience of anti-vascular endothelial growth factor therapy for wet age-related macular degeneration,https://bjo.bmj.com/content/99/2/220.short,https://sci-hub.se/https://bjo.bmj.com/content/99/2/220.short,Economia
